"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,1,1.19366407394409,1,0.701318979263306
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,1,1.09141325950623,1,0.701227426528931
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,1,1.1566686630249,1,0.688766002655029
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,1,1.14923524856567,1,0.704641342163086
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,1,1.12574982643127,1,0.677648782730103
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,1,1.40608048439026,1,0.70629096031189
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.008,1.31310153007507,0.003,0.776380062103271
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.009,1.11079525947571,0.003,0.698989152908325
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.011,1.15420818328857,0.005,0.978802919387817
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.011,1.0904369354248,0.002,0.65957498550415
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.012,1.10307145118713,0.002,0.682056665420532
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,1,1.09385752677917,1,0.69931149482727
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.38670969009399,1,0.68133020401001
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.10674023628235,1,0.697926759719849
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.1532621383667,0.999,0.681286811828613
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,0.998,1.20846891403198,1,0.679736614227295
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,1,1.14092564582825,1,0.681317090988159
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.10437870025635,1,0.719900608062744
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.13186407089233,1,1.07518219947815
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.41992592811584,1,0.730695247650146
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.40478944778442,1,0.677343845367432
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,1,1.07228851318359,1,0.73200535774231
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.11415505409241,1,0.732382774353027
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.1171452999115,1,0.717345476150513
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.14352011680603,1,0.734183549880981
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.28884148597717,1,0.695529699325562
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,1,1.1318621635437,1,0.690821886062622
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.17667651176453,1,0.721901416778564
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.15068769454956,1,0.703310966491699
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.14580178260803,1,0.692532062530518
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.32499599456787,1,0.701992511749268
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,1,1.14410138130188,1,0.720576763153076
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,1,1.12819290161133,1,0.701351881027222
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,1,1.14262342453003,1,0.72541618347168
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,1,1.12584233283997,1,0.942584991455078
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,1,1.5542323589325,1,0.702933311462402
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.14309811592102,0,0.66485857963562
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0,1.09004950523376,0,0.740193843841553
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.06934952735901,0,0.941533088684082
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0.001,1.07547783851624,0,1.00783443450928
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.11633682250977,0,0.702300310134888
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0.733,1.1343560218811,0.698,0.67917537689209
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.678,1.15052533149719,0.463,0.679320812225342
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.489,1.11856198310852,0.258,0.697545289993286
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.379,1.13561582565308,0.175,0.683379411697388
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.285,1.10938096046448,0.131,0.702889919281006
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,1,1.11879348754883,1,0.70195198059082
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,1,1.71209812164307,1,0.702125787734985
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,1,1.12363386154175,0.998,0.721747159957886
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.998,1.14992380142212,0.988,0.734620809555054
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.995,1.51876497268677,0.956,0.700763702392578
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,1,1.10822653770447,1,0.712777137756348
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,1,1.48079204559326,1,0.711396932601929
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,1,1.12892079353333,1,0.781249523162842
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,1,1.43698644638062,1,0.88128399848938
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,1,1.19007515907288,1,0.711538076400757
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,1,1.39951753616333,1,0.739121437072754
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,1,1.39022135734558,1,0.726451396942139
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,1,1.11960697174072,1,0.682345867156982
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,1,1.11233067512512,1,0.720907926559448
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,1,1.19972062110901,1,0.726026296615601
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,1,1.10681962966919,1,0.754741668701172
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,1,1.11706399917603,1,0.678855657577515
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,1,1.13608455657959,1,0.93077564239502
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,1,1.14959502220154,1,0.945519924163818
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,1,1.17248630523682,1,0.720960140228271
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0.001,1.15154695510864,0,0.702119588851929
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0.001,1.09168815612793,0,0.660250186920166
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0.001,1.09880185127258,0,0.734859228134155
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0,1.19253444671631,0,0.687623023986816
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.10486054420471,0,0.695411920547485
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,1,1.11652731895447,1,0.707385063171387
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,0.999,1.13045597076416,1,0.686807632446289
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,0.998,1.08396053314209,0.999,0.741324186325073
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,0.985,1.1125066280365,0.994,0.722882986068726
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.956,1.18712639808655,0.997,0.742095708847046
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,1,1.11326718330383,1,0.724648475646973
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.09302115440369,1,0.74947452545166
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.13312816619873,1,0.683520317077637
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.13569521903992,1,0.758174896240234
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.70411348342896,1,0.709728956222534
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,1,1.18115234375,1,0.710847854614258
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.08506679534912,1,0.745142221450806
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.14012861251831,1,0.745397567749023
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.11850428581238,1,0.728309392929077
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.35020136833191,1,0.700759410858154
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,1,1.09487986564636,1,0.706684589385986
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.14536428451538,1,0.692240238189697
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.11496090888977,1,0.742732286453247
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.15856504440308,1,0.769787311553955
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.58809065818787,1,0.706377983093262
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,1,1.17443537712097,1,0.689531803131104
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,1,1.78821587562561,1,0.691686391830444
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,1,1.12374329566956,1,0.772879123687744
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,1,1.14271998405457,1,0.706497430801392
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,1,1.33416986465454,1,0.726085662841797
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0,0,1,NA,0.047,1.06798791885376,0.052,0.698588132858276
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0,0.2,1,NA,0.04,1.51341104507446,0.051,0.737355470657349
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0,0.4,1,NA,0.042,1.08231043815613,0.051,0.708347082138062
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0,0.6,1,NA,0.048,1.13001084327698,0.051,0.6941077709198
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0,0.8,1,NA,0.048,1.0726318359375,0.051,0.692201614379883
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.2,0,1,NA,0.964,1.09615588188171,0.966,0.666733741760254
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.2,0.2,1,NA,0.948,1.09616208076477,0.89,0.648269891738892
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.2,0.4,1,NA,0.909,1.11844635009766,0.778,1.0414776802063
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.2,0.6,1,NA,0.849,1.0846049785614,0.663,0.811012506484985
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.2,0.8,1,NA,0.792,1.12142944335938,0.576,0.708100318908691
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.4,0,1,NA,1,1.0821635723114,1,0.69717526435852
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.4,0.2,1,NA,1,1.11709117889404,1,0.672345876693726
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.4,0.4,1,NA,1,1.12725687026978,1,0.678576946258545
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.4,0.6,1,NA,1,1.05879020690918,1,0.692429780960083
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.4,0.8,1,NA,1,1.12772035598755,0.999,0.711486101150513
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.6,0,1,NA,1,1.09377336502075,1,0.691458702087402
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.6,0.2,1,NA,1,1.35282731056213,1,0.71442437171936
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.6,0.4,1,NA,1,1.07237029075623,1,0.711321592330933
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.6,0.6,1,NA,1,1.37916398048401,1,0.696393728256226
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.6,0.8,1,NA,1,1.18566751480103,1,0.665443897247314
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.8,0,1,NA,1,1.05349588394165,1,0.711263179779053
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.8,0.2,1,NA,1,1.0787091255188,1,0.716541290283203
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.8,0.4,1,NA,1,1.07498955726624,1,0.911735773086548
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.8,0.6,1,NA,1,1.15527486801147,1,0.692133665084839
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",0.8,0.8,1,NA,1,1.16631174087524,1,0.69498610496521
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",1,0,1,NA,1,1.12652134895325,1,0.692867279052734
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",1,0.2,1,NA,1,1.11207866668701,1,0.674404621124268
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",1,0.4,1,NA,1,1.08335638046265,1,0.67443585395813
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",1,0.6,1,NA,1,1.10872268676758,1,0.711685419082642
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"equal",1,0.8,1,NA,1,1.16072535514832,1,1.03559136390686
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0,0,1,NA,0.043,1.07891035079956,0.05,0.671233415603638
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0,0.2,1,NA,0.043,1.06372427940369,0.051,0.675055503845215
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0,0.4,1,NA,0.048,1.10701632499695,0.051,0.735919713973999
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0,0.6,1,NA,0.046,1.13167238235474,0.049,0.672102451324463
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0,0.8,1,NA,0.047,1.08929347991943,0.049,0.697722911834717
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.2,0,1,NA,1,1.0950620174408,1,0.674669981002808
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.11088395118713,1,0.682171106338501
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.10338163375854,1,0.693744897842407
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.10883951187134,1,0.673341751098633
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.16423463821411,1,0.6796715259552
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.4,0,1,NA,1,1.0776698589325,1,0.691592931747437
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.09603595733643,1,0.710976839065552
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.12081456184387,1,0.956740140914917
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.08076643943787,1,0.714154005050659
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.27427411079407,1,0.65406322479248
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.6,0,1,NA,1,1.28554511070251,1,0.721316337585449
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.10680627822876,1,0.713916778564453
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.34172582626343,1,0.691712379455566
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.09095454216003,1,0.951038360595703
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.25473618507385,1,0.676369905471802
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,1,1.30925607681274,1,0.713121652603149
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.11360502243042,1,0.708996295928955
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.12465214729309,1,0.725964784622192
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.12272906303406,1,0.724866390228271
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.57067823410034,1,0.678701400756836
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,1,1.11367106437683,1,0.915574789047241
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,1,1.0969865322113,1,0.693337678909302
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,1,1.12277460098267,1,0.705990552902222
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,1,1.78627133369446,1,0.708917856216431
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,1,1.30671000480652,1,0.740596771240234
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.005,1.06536149978638,0.003,0.730146646499634
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.009,1.58623695373535,0.003,0.673685312271118
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.012,1.15731859207153,0.004,0.733321905136108
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.012,1.37492823600769,0.004,0.720851898193359
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.011,1.46527314186096,0.005,0.792110681533813
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.907,1.10359239578247,0.894,0.694677352905273
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.858,1.10250473022461,0.747,0.735450267791748
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.773,1.13384890556335,0.547,0.733205795288086
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.649,1.23876309394836,0.421,0.694250106811523
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.545,1.1361882686615,0.33,0.715031385421753
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.4,0,1,NA,1,1.11392593383789,1,0.707724332809448
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.4,0.2,1,NA,1,1.11686277389526,1,0.730481624603271
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.4,0.4,1,NA,1,1.10771250724792,1,0.691111087799072
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.4,0.6,1,NA,1,1.12131333351135,0.999,0.668708086013794
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.4,0.8,1,NA,0.998,1.14614725112915,0.995,0.686410427093506
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.6,0,1,NA,1,1.08372378349304,1,0.6656334400177
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.6,0.2,1,NA,1,1.0648889541626,1,0.85960578918457
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.6,0.4,1,NA,1,1.10060620307922,1,0.667777061462402
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.6,0.6,1,NA,1,1.08772110939026,1,0.730963706970215
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.6,0.8,1,NA,1,1.22195172309875,1,0.802799224853516
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.8,0,1,NA,1,1.13746380805969,1,0.730620384216309
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.8,0.2,1,NA,1,1.09814643859863,1,0.767114639282227
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.8,0.4,1,NA,1,1.12069416046143,1,0.693424701690674
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.8,0.6,1,NA,1,1.14407587051392,1,0.693716049194336
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,1,1.19365763664246,1,0.674621343612671
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,1,1.11376094818115,1,0.935295581817627
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,1,1.13869404792786,1,1.08553409576416
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,1,1.12687945365906,1,0.71621561050415
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,1,1.12746524810791,1,0.712146282196045
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,1,1.12674951553345,1,0.673321962356567
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.008,1.15748310089111,0.003,0.675482988357544
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.009,1.06168913841248,0.003,0.712647676467896
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.01,1.13714456558228,0.004,0.677400350570679
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.011,1.44834089279175,0.003,0.719719409942627
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.012,1.32056832313538,0.002,0.737160682678223
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,1,1.07789301872253,1,0.721656084060669
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.06925058364868,1,0.740573883056641
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.10858273506165,1,0.714444875717163
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.34349179267883,0.999,0.696712732315063
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,0.998,1.52018451690674,1,0.716927766799927
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,1,1.10314583778381,1,0.75033688545227
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.15202522277832,1,0.673493385314941
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.12641787528992,1,0.715704679489136
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.14180731773376,1,0.72614336013794
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.32182168960571,1,0.719618320465088
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,1,1.29714894294739,1,0.668809652328491
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.08845949172974,1,0.666229486465454
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.10607600212097,1,0.673385620117188
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.19770312309265,1,0.692083358764648
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.66107439994812,1,0.795210361480713
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,1,1.09279823303223,1,0.715116262435913
