"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.19011425971985,1,0.69421648979187
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,1,1.04012989997864,1,0.690027236938477
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.13914346694946,1,0.699040174484253
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.44895911216736,1,0.693880081176758
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.0544900894165,1,0.734164237976074
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.17863202095032,1,0.698140382766724
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,1,1.04096698760986,1,0.691925764083862
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,1,1.06234335899353,1,0.712238311767578
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,1,1.05459880828857,1,0.70323634147644
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,1,1.14904689788818,1,0.690233707427979
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,1,1.21520447731018,1,0.716340780258179
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.004,1.16702103614807,0.003,0.689521312713623
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.007,1.16178417205811,0.003,0.70207929611206
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.012,1.13191413879395,0.003,0.692889213562012
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.012,1.08511018753052,0.003,0.717500448226929
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.011,1.18048930168152,0.003,0.712379217147827
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.902,1.10325026512146,0.895,0.728721618652344
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.857,1.12614822387695,0.746,0.717676162719727
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.764,1.12988638877869,0.54,0.734853982925415
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.646,1.13556170463562,0.419,0.73593020439148
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.544,1.11161279678345,0.327,0.715905666351318
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0,1,NA,1,1.21713471412659,1,0.668049335479736
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.2,1,NA,1,1.14674282073975,1,0.87554144859314
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.4,1,NA,1,1.29568266868591,1,0.710209131240845
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.6,1,NA,1,1.05650734901428,0.999,0.712780475616455
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.8,1,NA,0.999,1.13703608512878,0.995,0.708356142044067
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0,1,NA,1,1.0561101436615,1,0.707912445068359
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.2,1,NA,1,1.04006505012512,1,0.728353500366211
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.4,1,NA,1,1.10524535179138,1,0.724534273147583
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.6,1,NA,1,1.11095213890076,1,0.692377090454102
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.8,1,NA,1,1.23679733276367,1,0.714723110198975
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0,1,NA,1,1.71986198425293,1,0.694918632507324
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.2,1,NA,1,1.19945812225342,1,0.691536664962769
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.4,1,NA,1,1.05965447425842,1,0.71279501914978
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.6,1,NA,1,1.10651421546936,1,0.715710878372192
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,1,1.16611671447754,1,0.935651302337646
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,1,1.07799434661865,1,0.692509889602661
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,1,1.36402440071106,1,0.680973052978516
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,1,1.0947253704071,1,0.714982986450195
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,1,1.07510757446289,1,0.690709114074707
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,1,1.17443585395813,1,0.671797275543213
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.004,1.06593441963196,0.003,0.672078609466553
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.005,1.08097124099731,0.003,0.751421451568604
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.012,1.04408168792725,0.003,0.691888809204102
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.01,1.3360550403595,0.003,0.692089080810547
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.01,1.09023666381836,0.003,0.71521258354187
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,1,1.31845426559448,1,0.692890882492065
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.07950472831726,1,0.676326036453247
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.07754516601562,1,0.690141916275024
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.10270929336548,0.999,0.695714235305786
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.12793183326721,1,0.672951698303223
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,1,1.10587334632874,1,0.694452524185181
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.34431004524231,1,0.715109586715698
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.10714912414551,1,0.691314458847046
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.10466837882996,1,0.726022958755493
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.37469816207886,1,0.754020690917969
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,1,1.06186103820801,1,0.707342624664307
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.06245923042297,1,0.727777481079102
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.09869599342346,1,0.696247577667236
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.05388069152832,1,0.753977298736572
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.20031881332397,1,0.693674564361572
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,1,1.09176063537598,1,0.689608812332153
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.15604615211487,1,0.724294900894165
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.09314131736755,1,0.736624240875244
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.12637448310852,1,0.687257051467896
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.17975163459778,1,0.702517032623291
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,1,1.08505916595459,1,1.10662961006165
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,1,1.07766890525818,1,0.745038986206055
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,1,1.35718250274658,1,0.754604578018188
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,1,1.07695937156677,1,0.692862510681152
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,1,1.30566191673279,1,0.697279453277588
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.05423426628113,0,0.770167827606201
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0.001,1.31920599937439,0,0.672526597976685
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.09137487411499,0,0.692095994949341
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0,1.04396677017212,0,0.672276973724365
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.34608316421509,0,0.735031843185425
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0.72,1.12579607963562,0.698,0.719413042068481
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.671,1.11951041221619,0.464,0.673603057861328
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.488,1.06315350532532,0.26,0.669845104217529
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.383,1.34744930267334,0.172,0.675358772277832
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.279,1.0957887172699,0.123,0.694004774093628
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,1,1.06554508209229,1,0.935619831085205
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,1,1.11219573020935,1,0.673309087753296
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,1,1.08795261383057,0.998,0.694122314453125
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.998,1.09488534927368,0.988,0.734006881713867
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.996,1.12464761734009,0.955,0.691685199737549
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,1,1.12500071525574,1,0.686295747756958
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,1,1.11242318153381,1,0.745995998382568
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,1,1.10939049720764,1,0.752657651901245
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,1,1.12591505050659,1,0.74819803237915
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,1,1.13682508468628,1,0.706070423126221
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,1,1.14244675636292,1,0.733566761016846
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,1,1.10772633552551,1,0.73668646812439
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,1,1.08955311775208,1,0.671713352203369
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,1,1.10270071029663,1,0.674741268157959
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,1,1.17497038841248,1,0.725613832473755
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,1,1.1074709892273,1,0.69171142578125
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,1,1.08226037025452,1,0.650409936904907
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,1,1.11066675186157,1,0.671613693237305
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,1,1.10409665107727,1,0.675316333770752
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,1,1.42976140975952,1,0.716830968856812
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0,1.03960466384888,0,0.671977519989014
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0,1.06623935699463,0,0.732108116149902
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0,1.0700204372406,0,0.654752254486084
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0.001,1.05459499359131,0,0.719075918197632
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.11481332778931,0,0.771138429641724
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,1,1.08268523216248,1,0.679757595062256
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.09877324104309,1,0.680538177490234
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,0.999,1.06593060493469,0.999,0.693355560302734
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.05683398246765,0.995,0.733248710632324
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.992,1.12699842453003,0.998,0.739341020584106
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,1,1.11526012420654,1,0.693515300750732
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.06784653663635,1,0.69469404220581
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.0738480091095,1,0.676509857177734
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.06522369384766,1,0.746316432952881
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.15779113769531,1,0.715379238128662
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,1,1.13555932044983,1,0.709268093109131
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.06796979904175,1,0.674344539642334
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.0633647441864,1,0.720089912414551
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.06885957717896,1,0.718193769454956
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.20479607582092,1,0.714335441589355
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,1,1.09047770500183,1,0.702950477600098
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.10286998748779,1,0.680483818054199
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.32784128189087,1,0.739390134811401
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.08758020401001,1,0.700020551681519
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.17258310317993,1,0.705785989761353
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,1,1.11682796478271,1,0.679796934127808
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,1,1.1098256111145,1,0.679700136184692
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,1,1.10409045219421,1,0.741022825241089
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,1,1.11575722694397,1,0.700396776199341
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,1,1.14593482017517,1,0.81158709526062
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0,1,NA,0.048,1.12703323364258,0.046,0.841827392578125
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.2,1,NA,0.044,1.18209981918335,0.05,0.772651672363281
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.4,1,NA,0.046,1.16524267196655,0.052,0.99126935005188
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.6,1,NA,0.043,1.11145877838135,0.042,0.744600772857666
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.8,1,NA,0.044,1.13009667396545,0.042,0.786183595657349
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0,1,NA,0.07,1.13635873794556,0.063,0.734215021133423
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.2,1,NA,0.064,1.13435578346252,0.063,0.758684158325195
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.4,1,NA,0.067,1.13664484024048,0.06,0.738525629043579
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.6,1,NA,0.076,1.14331316947937,0.067,0.761413335800171
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.8,1,NA,0.068,1.36383605003357,0.066,0.785674095153809
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0,1,NA,0.119,1.16878318786621,0.089,1.13895654678345
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.2,1,NA,0.109,1.1376850605011,0.099,0.775136947631836
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.4,1,NA,0.114,1.1214017868042,0.092,0.795956134796143
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.6,1,NA,0.118,1.11715698242188,0.099,0.792848587036133
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.8,1,NA,0.12,1.16693568229675,0.099,0.791054487228394
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0,1,NA,0.208,1.15712451934814,0.156,0.771430730819702
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.2,1,NA,0.207,1.47458481788635,0.16,0.755985021591187
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.4,1,NA,0.206,1.15705680847168,0.149,0.772340536117554
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.6,1,NA,0.21,1.10136318206787,0.142,0.757266998291016
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.8,1,NA,0.219,1.17103981971741,0.154,0.799683809280396
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0,1,NA,0.345,1.17961001396179,0.248,0.78268313407898
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.2,1,NA,0.347,1.15284156799316,0.25,0.819703340530396
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.4,1,NA,0.341,1.11794018745422,0.25,0.865180492401123
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.6,1,NA,0.338,1.40626096725464,0.243,0.75667405128479
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.8,1,NA,0.347,1.15197658538818,0.258,0.778552055358887
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0,1,NA,0.505,1.11683034896851,0.372,0.774213552474976
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.2,1,NA,0.506,1.10072255134583,0.37,0.816102743148804
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.4,1,NA,0.523,1.14070630073547,0.383,0.818486213684082
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.6,1,NA,0.53,1.13893961906433,0.379,0.774321794509888
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.8,1,NA,0.526,1.13884091377258,0.374,1.01513743400574
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0,1,NA,0.048,1.36910104751587,0.05,0.831091403961182
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.2,1,NA,0.047,1.18549060821533,0.052,0.775749921798706
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.4,1,NA,0.037,1.41725444793701,0.038,0.752887010574341
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.6,1,NA,0.042,1.32776641845703,0.043,0.789195537567139
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.8,1,NA,0.042,1.20334625244141,0.043,0.758365631103516
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0,1,NA,0.058,1.17048859596252,0.056,0.772964239120483
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.2,1,NA,0.06,1.15446496009827,0.045,0.760839223861694
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.4,1,NA,0.067,1.1213915348053,0.05,0.794574499130249
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.6,1,NA,0.056,1.11992526054382,0.052,0.812982797622681
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.8,1,NA,0.057,1.38623309135437,0.055,0.885311841964722
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0,1,NA,0.105,1.14495205879211,0.082,0.797395467758179
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.2,1,NA,0.112,1.125901222229,0.084,0.751946926116943
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.4,1,NA,0.103,1.15073275566101,0.086,0.811720132827759
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.6,1,NA,0.099,1.162269115448,0.079,0.776978969573975
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.8,1,NA,0.102,1.14004397392273,0.078,0.817008018493652
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0,1,NA,0.187,1.17103743553162,0.137,0.816366672515869
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.2,1,NA,0.19,1.14410448074341,0.15,0.773884773254395
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.4,1,NA,0.19,1.119469165802,0.151,0.774206161499023
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.6,1,NA,0.201,1.21127009391785,0.149,1.1878399848938
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,0.187,1.44007539749146,0.146,0.820744752883911
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,0.313,1.13981556892395,0.244,0.753322839736938
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,0.326,1.14917993545532,0.25,0.815378904342651
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,0.327,1.14018225669861,0.237,0.755522727966309
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,0.312,1.14300417900085,0.244,0.7982497215271
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,0.309,1.13525819778442,0.245,0.786822319030762
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,0.483,1.14152097702026,0.367,0.79328441619873
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,0.481,1.14341020584106,0.392,0.814958095550537
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,0.484,1.2306866645813,0.36,0.748316049575806
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,0.481,1.19062209129333,0.371,0.791257858276367
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,0.476,1.20493531227112,0.37,0.896531105041504
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.009,1.19209980964661,0.008,0.809475660324097
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.008,1.25933027267456,0.008,0.789797306060791
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.008,1.39799880981445,0.01,0.740311861038208
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.007,1.13574075698853,0.007,0.773703813552856
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.008,1.24794602394104,0.005,0.737347841262817
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.007,1.39596939086914,0.009,0.819206476211548
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.017,1.18337631225586,0.01,0.958560466766357
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.013,1.4085385799408,0.01,0.81090497970581
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.015,1.16459369659424,0.014,0.742206335067749
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.016,1.27016377449036,0.013,0.932851314544678
