"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA","MANOVA_col","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1575,1000,"MANTA",0.348,1.0609450340271,"MANOVA",0.52,0.66509222984314,17.2,39.63133640553
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1575,1000,"MANTA",0.981,1.4397337436676,"MANOVA",0.999,0.760290384292603,1.8,1.81818181818182
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1575,1000,"MANTA",0.296,1.04970717430115,"MANOVA",0.484,0.695924520492554,18.8,48.2051282051282
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",0.35,1.06755661964417,"MANOVA",0.548,0.680070161819458,19.8,44.097995545657
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",0.409,1.06227540969849,"MANOVA",0.589,0.674233675003052,18,36.0721442885771
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",0.981,1.45233130455017,"MANOVA",0.999,0.730853080749512,1.8,1.81818181818182
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",0.366,1.0954155921936,"MANOVA",0.568,0.676457405090332,20.2,43.254817987152
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",0.427,1.05371904373169,"MANOVA",0.627,0.665154457092285,20,37.9506641366224
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",0.495,1.07449293136597,"MANOVA",0.657,0.66224479675293,16.2,28.125
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",0.98,1.49723505973816,"MANOVA",0.999,0.746345520019531,1.9,1.92016169782719
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",0.432,1.05225324630737,"MANOVA",0.635,0.682926416397095,20.3,38.0506091846298
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",0.501,1.09438920021057,"MANOVA",0.693,0.688049793243408,19.2,32.1608040201005
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",0.556,1.05910348892212,"MANOVA",0.71,0.693195104598999,15.4,24.3285939968404
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",0.978,1.45744609832764,"MANOVA",0.999,0.787814617156982,2.1,2.12443095599393
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",0.521,1.02375054359436,"MANOVA",0.702,0.708765029907227,18.1,29.5993458708095
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.21,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",0.584,1.07340240478516,"MANOVA",0.754,0.685282230377197,17,25.4110612855008
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",0.633,1.08006048202515,"MANOVA",0.779,0.674098968505859,14.6,20.6798866855524
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",0.978,1.45256853103638,"MANOVA",0.999,0.96710729598999,2.1,2.12443095599393
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",0.599,1.0506489276886,"MANOVA",0.747,0.66231632232666,14.8,21.9910846953938
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",0.666,1.04695844650269,"MANOVA",0.792,0.687375545501709,12.6,17.283950617284
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",0.703,1.10865426063538,"MANOVA",0.823,0.693203687667847,12,15.7273918741809
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",0.978,1.4334602355957,"MANOVA",0.999,0.775560617446899,2.1,2.12443095599393
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",0.679,1.0513961315155,"MANOVA",0.801,0.692215919494629,12.2,16.4864864864865
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.245,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",0.747,1.12055516242981,"MANOVA",0.834,0.683117151260376,8.7,11.0056925996205
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",0.773,1.08474707603455,"MANOVA",0.858,0.687533617019653,8.5,10.4230533415083
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",0.98,1.45737814903259,"MANOVA",0.999,0.775357484817505,1.9,1.92016169782719
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",0.754,1.07470107078552,"MANOVA",0.846,0.694506406784058,9.2,11.5
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",0.796,1.66541695594788,"MANOVA",0.868,0.690449237823486,7.2,8.65384615384615
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",0.818,1.06434154510498,"MANOVA",0.902,0.667556285858154,8.40000000000001,9.76744186046512
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",0.979,1.46491956710815,"MANOVA",0.999,0.743101835250854,2,2.02224469160769
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",0.81,1.07245421409607,"MANOVA",0.879,0.72187066078186,6.9,8.17051509769093
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.28,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",0.845,1.09611082077026,"MANOVA",0.898,0.681983470916748,5.3,6.08146873207115
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",0.859,1.08860564231873,"MANOVA",0.921,0.695350408554077,6.2,6.96629213483147
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",0.98,1.44121098518372,"MANOVA",0.999,0.770589113235474,1.9,1.92016169782719
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",0.846,1.03910231590271,"MANOVA",0.911,0.717698812484741,6.5,7.39897552646557
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",0.897,1.30974364280701,"MANOVA",0.926,0.660983324050903,2.9,3.1815688425672
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",0.891,1.04890036582947,"MANOVA",0.937,0.64799690246582,4.6,5.0328227571116
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",0.98,1.49245071411133,"MANOVA",0.999,0.703068494796753,1.9,1.92016169782719
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",0.892,1.08674383163452,"MANOVA",0.932,0.628969192504883,4,4.38596491228071
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.315,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",0.928,1.09582901000977,"MANOVA",0.947,0.704504251480103,1.89999999999999,2.02666666666666
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",0.917,1.07333016395569,"MANOVA",0.957,0.650441884994507,3.99999999999999,4.26894343649946
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",0.981,1.50193572044373,"MANOVA",0.999,0.72421407699585,1.8,1.81818181818182
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",0.924,1.07327651977539,"MANOVA",0.949,0.659462690353394,2.49999999999999,2.66951414842498
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",0.955,1.0455904006958,"MANOVA",0.96,0.676110506057739,0.5,0.522193211488251
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",0.947,1.0348916053772,"MANOVA",0.966,0.679190874099731,1.9,1.98640878201778
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",0.981,1.46356058120728,"MANOVA",0.999,0.747215270996094,1.8,1.81818181818182
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",0.946,1.09398317337036,"MANOVA",0.964,0.670303106307983,1.8,1.8848167539267
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.35,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
