"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.8,1,NA,0.347,1.16787099838257,0.258,1.03997492790222,8.9,29.4214876033058
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0,1,NA,0.505,1.13748049736023,0.372,0.761537075042725,13.3,30.3306727480046
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.2,1,NA,0.506,1.37907433509827,0.37,0.783837556838989,13.6,31.0502283105023
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.4,1,NA,0.523,1.12357974052429,0.383,0.76591157913208,14,30.9050772626932
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.6,1,NA,0.53,1.38400721549988,0.379,0.750272989273071,15.1,33.2233223322332
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",1,0.8,1,NA,0.526,1.10560703277588,0.374,0.811508893966675,15.2,33.7777777777778
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0,1,NA,0.048,1.36969900131226,0.05,0.764173746109009,0.2,4.08163265306123
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.2,1,NA,0.047,1.11532545089722,0.052,0.785699367523193,0.5,10.1010101010101
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.4,1,NA,0.037,1.10182452201843,0.038,0.743276119232178,0.1,2.66666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.6,1,NA,0.042,1.36626505851746,0.043,0.802505731582642,0.0999999999999994,2.35294117647057
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0,0.8,1,NA,0.042,1.12026405334473,0.043,0.76609468460083,0.0999999999999994,2.35294117647057
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0,1,NA,0.058,1.11803674697876,0.056,0.800918817520142,0.2,3.50877192982456
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.2,1,NA,0.06,1.12626004219055,0.045,0.801780462265015,1.5,28.5714285714286
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.4,1,NA,0.067,1.20297384262085,0.05,0.786300182342529,1.7,29.0598290598291
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.6,1,NA,0.056,1.13508296012878,0.052,1.02166891098022,0.4,7.40740740740741
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.2,0.8,1,NA,0.057,1.10612177848816,0.055,0.785480737686157,0.2,3.57142857142857
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0,1,NA,0.105,1.13786435127258,0.082,0.765397310256958,2.3,24.5989304812834
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.2,1,NA,0.112,1.14176797866821,0.084,0.799162149429321,2.8,28.5714285714286
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.4,1,NA,0.103,1.1665735244751,0.086,0.767305850982666,1.7,17.989417989418
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.6,1,NA,0.099,1.08700585365295,0.079,0.751470565795898,2,22.4719101123596
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.4,0.8,1,NA,0.102,1.10330605506897,0.078,0.765765428543091,2.4,26.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0,1,NA,0.187,1.14019441604614,0.137,0.785013198852539,5,30.8641975308642
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.2,1,NA,0.19,1.11310052871704,0.15,0.763927936553955,4,23.5294117647059
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.4,1,NA,0.19,1.19036650657654,0.151,0.750670194625854,3.9,22.8739002932551
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.6,1,NA,0.201,1.0896692276001,0.149,0.746742248535156,5.2,29.7142857142857
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,0.187,1.16489601135254,0.146,0.76777458190918,4.1,24.6246246246246
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,0.313,1.38097167015076,0.244,0.751851558685303,6.9,24.7755834829443
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,0.326,1.16519236564636,0.25,1.20580792427063,7.6,26.3888888888889
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,0.327,1.10792541503906,0.237,0.775614738464355,9,31.9148936170213
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,0.312,1.11037635803223,0.244,0.751687526702881,6.8,24.4604316546763
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,0.309,1.12508034706116,0.245,0.746383428573608,6.4,23.1046931407942
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,0.483,1.10197806358337,0.367,0.791435718536377,11.6,27.2941176470588
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,0.481,1.21632051467896,0.392,0.788471460342407,8.9,20.389461626575
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,0.484,1.1503803730011,0.36,0.785151958465576,12.4,29.3838862559242
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,0.481,1.14516949653625,0.371,0.933249711990356,11,25.8215962441314
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,0.476,1.33290219306946,0.37,0.73048996925354,10.6,25.0591016548463
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.009,1.10734057426453,0.008,0.769571304321289,0.0999999999999999,11.7647058823529
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.008,1.0817883014679,0.008,0.747130155563354,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.008,1.10412549972534,0.01,0.747450351715088,0.2,22.2222222222222
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.007,1.11818385124207,0.007,0.801879644393921,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.008,1.12044239044189,0.005,0.744651556015015,0.3,46.1538461538462
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.007,1.27447509765625,0.009,0.750781059265137,0.2,25
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.017,1.06745648384094,0.01,0.939588308334351,0.7,51.8518518518518
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.013,1.11377310752869,0.01,0.73260760307312,0.3,26.0869565217391
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.015,1.35679078102112,0.014,0.749817609786987,0.0999999999999999,6.89655172413793
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.016,1.09090971946716,0.013,0.836662292480469,0.3,20.6896551724138
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.4,0,1,NA,0.032,1.10704040527344,0.02,0.761730194091797,1.2,46.1538461538462
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.4,0.2,1,NA,0.027,1.08965396881104,0.02,0.751160383224487,0.7,29.7872340425532
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.4,0.4,1,NA,0.041,1.15905594825745,0.02,0.763042211532593,2.1,68.8524590163935
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.4,0.6,1,NA,0.037,1.091628074646,0.023,0.76017427444458,1.4,46.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.4,0.8,1,NA,0.032,1.20510172843933,0.022,0.762080907821655,1,37.037037037037
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.6,0,1,NA,0.081,1.27118921279907,0.043,0.762461423873901,3.8,61.2903225806452
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.6,0.2,1,NA,0.082,1.09364128112793,0.049,0.75284481048584,3.3,50.381679389313
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.6,0.4,1,NA,0.075,1.06597542762756,0.045,0.743977546691895,3,50
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.6,0.6,1,NA,0.077,1.08052897453308,0.05,0.74195408821106,2.7,42.5196850393701
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.6,0.8,1,NA,0.073,1.09969925880432,0.046,0.741906642913818,2.7,45.3781512605042
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.8,0,1,NA,0.161,1.1370005607605,0.084,0.762130260467529,7.7,62.8571428571429
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.8,0.2,1,NA,0.159,1.08230113983154,0.094,0.762111902236938,6.5,51.3833992094862
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.8,0.4,1,NA,0.161,1.09858298301697,0.088,0.77246880531311,7.3,58.6345381526104
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.8,0.6,1,NA,0.157,1.059485912323,0.093,0.926954507827759,6.4,51.2
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,0.169,1.10260701179504,0.103,0.745481967926025,6.6,48.5294117647059
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,0.295,1.15885972976685,0.18,0.762691974639893,11.5,48.4210526315789
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,0.295,1.09680867195129,0.181,0.775856971740723,11.4,47.8991596638655
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,0.292,1.10453057289124,0.165,0.839439868927002,12.7,55.5798687089715
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,0.287,1.10198616981506,0.177,0.745057344436646,11,47.4137931034483
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,0.293,1.25190329551697,0.179,0.726359367370605,11.4,48.3050847457627
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.01,1.10051012039185,0.007,0.822145700454712,0.3,35.2941176470588
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.013,1.08072257041931,0.012,0.742506980895996,0.0999999999999999,7.99999999999999
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.012,1.09105110168457,0.006,0.738597869873047,0.6,66.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.007,1.15953826904297,0.007,0.761046171188354,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.009,1.09983992576599,0.009,0.744630336761475,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,0.005,1.55308079719543,0.007,0.747026443481445,0.2,33.3333333333333
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,0.009,1.27183127403259,0.006,0.746557950973511,0.3,40
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,0.024,1.09676814079285,0.013,0.753435373306274,1.1,59.4594594594595
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,0.011,1.07066512107849,0.016,0.747121810913086,0.5,37.037037037037
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,0.01,1.10014009475708,0.015,0.743921041488647,0.5,40
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,0.024,1.10697984695435,0.018,0.749911785125732,0.6,28.5714285714286
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,0.028,1.0860698223114,0.014,0.995836973190308,1.4,66.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,0.039,1.15434265136719,0.023,0.830096483230591,1.6,51.6129032258064
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,0.025,1.08593845367432,0.026,0.915069341659546,0.0999999999999997,3.92156862745097
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,0.023,1.10392642021179,0.024,0.745296955108643,0.1,4.25531914893617
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,0.065,1.07962942123413,0.043,0.758996248245239,2.2,40.7407407407407
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,0.072,1.09757471084595,0.034,0.761934995651245,3.8,71.6981132075472
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,0.071,1.13023090362549,0.041,0.780441045761108,3,53.5714285714286
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,0.061,1.10491728782654,0.042,0.947868824005127,1.9,36.8932038834951
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,0.069,1.09575796127319,0.036,0.742569208145142,3.3,62.8571428571429
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,0.13,1.10060906410217,0.089,0.779522895812988,4.1,37.4429223744292
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,0.13,1.13926386833191,0.086,0.761537313461304,4.4,40.7407407407407
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,0.132,1.09801054000854,0.088,0.728092432022095,4.4,40
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,0.152,1.17115330696106,0.089,0.745482921600342,6.3,52.2821576763486
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,0.135,1.19730353355408,0.082,0.746760129928589,5.3,48.8479262672811
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,0.244,1.11456918716431,0.163,0.75605845451355,8.1,39.8034398034398
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,0.264,1.31233954429626,0.177,0.835344076156616,8.7,39.4557823129252
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,0.256,1.06578707695007,0.167,0.745673418045044,8.9,42.080378250591
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,0.25,1.09793400764465,0.171,0.923696994781494,7.9,37.5296912114014
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,0.252,1.10101795196533,0.172,0.757641553878784,8,37.7358490566038
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.06286668777466,0,0.726277589797974,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0.001,1.11433410644531,0,0.758756637573242,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.09665679931641,0,0.74098801612854,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0,1.16413068771362,0,0.752718448638916,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0,1.0848925113678,0,0.762279033660889,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0,1.11450743675232,0,0.723449230194092,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.002,1.10261249542236,0,0.748163223266602,0.2,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.003,1.15646958351135,0.001,0.776701927185059,0.2,100
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.002,1.39050626754761,0,0.7421555519104,0.2,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.002,1.09709882736206,0,0.742663383483887,0.2,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,0.001,1.1348991394043,0.001,0.776186227798462,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,0.007,1.57328677177429,0.001,0.72810697555542,0.6,150
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,0.007,1.19217538833618,0.002,0.767860412597656,0.5,111.111111111111
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.005,1.08238172531128,0.001,0.913799047470093,0.4,133.333333333333
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.005,1.07646036148071,0,0.74921178817749,0.5,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,0.013,1.07829332351685,0.003,0.739498615264893,1,125
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,0.017,1.06358814239502,0.003,0.934623956680298,1.4,140
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,0.017,1.08234858512878,0.004,0.746835231781006,1.3,123.809523809524
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,0.019,1.07629752159119,0.007,0.756579637527466,1.2,92.3076923076923
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,0.02,1.08808541297913,0.005,0.745807647705078,1.5,120
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,0.044,1.08425855636597,0.02,0.824973583221436,2.4,75
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,0.044,1.26107239723206,0.017,0.752543687820435,2.7,88.5245901639344
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,0.051,1.22033739089966,0.021,0.762163877487183,3,83.3333333333333
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,0.049,1.10309529304504,0.022,0.743826150894165,2.7,76.056338028169
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,0.046,1.12384438514709,0.02,0.756192684173584,2.6,78.7878787878788
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,0.112,1.0994987487793,0.051,0.742467403411865,6.1,74.8466257668712
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,0.105,1.10008454322815,0.05,0.745048522949219,5.5,70.9677419354839
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,0.096,1.1104576587677,0.046,0.890471696853638,5,70.4225352112676
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,0.111,1.06811547279358,0.046,0.743720531463623,6.5,82.8025477707006
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,0.116,1.16059970855713,0.043,0.744741678237915,7.3,91.8238993710692
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0,1.16980123519897,0,0.743504762649536,0,NA
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0.001,1.22928047180176,0,0.748053789138794,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0.001,1.08169603347778,0.002,0.74323844909668,0.1,66.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0.001,1.11906599998474,0,0.744124412536621,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.14263463020325,0,0.754657745361328,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,0,1.15818810462952,0.001,0.761819124221802,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,0.001,1.19316697120667,0,0.746041536331177,0.1,200
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,0.002,1.1045081615448,0.002,0.753071069717407,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,0.002,1.06310796737671,0.002,0.725571870803833,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.002,1.08487153053284,0.002,0.745797872543335,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,0.001,1.41019773483276,0.001,0.753867626190186,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,0.005,1.08119034767151,0.002,0.743139743804932,0.3,85.7142857142857
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,0.008,1.08455538749695,0.002,0.762028694152832,0.6,120
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,0.005,1.08976984024048,0.004,0.764644145965576,0.1,22.2222222222222
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,0.005,1.11356353759766,0.004,0.76118540763855,0.1,22.2222222222222
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,0.008,1.06996822357178,0.003,0.767244100570679,0.5,90.9090909090909
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,0.015,1.11198449134827,0.007,0.84536337852478,0.8,72.7272727272727
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,0.019,1.102623462677,0.009,0.743429899215698,1,71.4285714285714
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,0.011,1.09936690330505,0.01,0.770825862884521,0.0999999999999999,9.52380952380952
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,0.007,1.15419030189514,0.007,0.791407823562622,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,0.036,1.09954619407654,0.014,0.939174175262451,2.2,88
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,0.044,1.09570050239563,0.018,0.761048316955566,2.6,83.8709677419355
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,0.047,1.13857197761536,0.025,0.820916652679443,2.2,61.1111111111111
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,0.031,1.11854362487793,0.018,0.730109214782715,1.3,53.0612244897959
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,0.033,1.1550760269165,0.016,0.735752820968628,1.7,69.3877551020408
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,0.084,1.10562109947205,0.041,0.762235403060913,4.3,68.8
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,0.091,1.11845445632935,0.045,0.763756036758423,4.6,67.6470588235294
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,0.09,1.10132312774658,0.046,0.775474071502686,4.4,64.7058823529412
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,0.082,1.10918235778809,0.041,0.745587587356567,4.1,66.6666666666667
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,0.087,1.18330574035645,0.04,0.759633541107178,4.7,74.0157480314961
"Transformación logarítmica","mvnorm",0.05,1000,300,3,"equal",0,0,1,NA,0.047,1.04587149620056,0.052,0.688852071762085,0.5,10.1010101010101
"Transformación logarítmica","mvnorm",0.05,1000,300,3,"equal",0,0.2,1,NA,0.039,1.13473582267761,0.05,0.6807701587677,1.1,24.7191011235955
"Transformación logarítmica","mvnorm",0.05,1000,300,3,"equal",0,0.4,1,NA,0.045,1.33100152015686,0.05,0.67817211151123,0.5,10.5263157894737
"Transformación logarítmica","mvnorm",0.05,1000,300,3,"equal",0,0.6,1,NA,0.05,1.0885763168335,0.051,0.693854808807373,0.0999999999999994,1.98019801980197
"Transformación logarítmica","mvnorm",0.05,1000,300,3,"equal",0,0.8,1,NA,0.049,1.09128355979919,0.052,0.693101644515991,0.3,5.94059405940593
